text_clean,label
Dang they really jam that needle in the arm don’t they😬,0
I had the flu before. I will take two shots if necessary. Screw that I thought I was having a heart attack. I felt like I got hit by a truck on fire,-1
"*LIES* -- protect your children and GET INFORMED -- don't join the LEGIONS of Mothers living in regret and heartbreak. 💔 Read the INSERT...you have to get it at the pharmacy - demand the full MFT insert, not just the 'patient info' sheet.",-1
I haven't got the flu since a teenager and usta always get the flu buy not anymore. Im 63 urs now.,1
Yep severe side effects are rare just like the rona shots and don’t forget the WEF you know that unelected organisation that wants to rule your life are also pushing these flu shots.,-1
Yeah but how about long term side affects. Like diabetes or cancer who knows what they put in that vaccine,-1
I taken the shot I have had chronic runs as well body aches. Flu symptoms but they don't tell you that with a lower immune system you are going to be sick trying to fight this off.,-1
Severe depression from covid shot for more than a year ! And i have TWO FRIENDS WHO WERE AND IS HAVE BEEN WHEELCHAIR BOUND FOR TWO YEARS PARALYZED THEY EVEN HAD TO RELEARN HOW TO EAT AGAIN BOTH WERE HEALTHY PEOPLE BEFORE THERE SHOTS ! NO NOT ME EVER AGAIN!! They want tell anyone this if you read the papers they give you read them good please!,-1
"If you don't know what bias reporting is this is great example. If you're going to list the side effects of the flu shot, list the side effects of the flu shot, don't start with symptoms of the flu itself and don't sugar coat the side effects and ignore the very real and life threatening ones like Gullain Barre syndrome. Every single year many reasonably healthy people get this from the flu shot and end on bed ridden with a trach in their neck attached to a ventilator for months to years afterward or worse. I've worked in the ICU for years and have seen it many times. True, its a small percentage but, it actually happens more than you think. And its worth considering when deciding if flu shot is for you.",-1
"Got flu shot got shingles on my hip,worst pain ever i thought i was going to die it effected my nerves, i was first diagnosed with water on my hip,then kidney stones🙄in the process the wrong medication give suffered for 2 weeks went to a doctor said shingles if i was diagnosed correctly in the beginning maybe i could have had less pain. I kept feeling like something was biting me like a flea,then came the red rash then came blisters i couldn't allow anything to touch it.then came nerve pain straight into the muscles couldn't sit couldn't eat just walked around the house in tears worst time ever.",-1
Got shingles in my face. Still have pain from it,-1
"4 years ago I got my first flu shot. No issues. 3 years ago, I got my 2nd flu shot. Later that day, my eye felt as though there was something in it like a grain of sand. I tried allergy eye drops, eye wash, nothing helped. The next morning, I woke up and my right eye was completely matted shut. Called doctor's office and went and had a culture done to test for pink eye. It was not pink eye so I was told to keep a compress on it and did another eye wash. It took 4 days for my eye to stop acting crazy. Now, I have ocular migraines. It was the flu shot. I've never had another.",-1
"side effects- you will get the flu, you will pass it to your family and friends, you will have fever, chills, vomiting,muscle weakness, tiredness. you will feel like you were hit by a truck. long term- tons of autoimmune issues , diabetic ,asthma , heart disease, lung problems, arthritis , headaches, blurred eye site, dementia , brain fog, and an immune system that has be lowered to catch any bug and have bad outcomes...your immune system is being programed ..",-1
Flu shot would make me deathly Ill. Never took any for 30 years.,-1
First time I have symptoms from a flu shot. Ugh but they’re prob mild compared to the live virus so I’ll take it. Thanks for the information,1
I had the flu shot 6 days ago and since then all my gym workouts I feel so fatigued and weak but I don't actually feel weakness in my muscles..,-1
Never take one it is poison.,-1
"I had the flu shot 10/6/21 and I was in the emergency room 10/8/21 with heart complications. Thank you Lord, I am better after a month of healing and Cardiologist visits.",1
"So, wait...the flu goes away in a few days with or WITHOUT the flu vaccine ??? Wow....😐",-1
Unnecessary cr@p for you. Big 💲for big pharma.,-1
The flu....,0
What about the uncommon side effects?,-1
I bet it never happened,0
That is so scary. Thank you for your help. I work in schools and always get a vaccine.,1
Thanks AMA,1
Thank you so much for all that you do to keep us updated and informed with accurate information!!!,1
Thank you for being trustworthy and thorough and keeping us informed!,1
